Condition	time point	p-value	t-value
medium	-0.06328125000000001	0.043333333333333335	1.718905160438891
medium	0.180859375	0.043333333333333335	1.718905160438891
medium	0.190625	0.00666666666666671	2.4895647421707716
medium	0.200390625	0.036666666666666736	1.797071423179137
medium	0.258984375	0.023333333333333317	1.997592229195553
medium	0.669140625	0.040000000000000036	1.756656458005156
medium	1.03046875	0.043333333333333335	1.718905160438891
medium	1.059765625	0.040000000000000036	1.756656458005156
medium	1.06953125	0.043333333333333335	1.718905160438891
medium	1.079296875	0.040000000000000036	1.756656458005156
medium	1.0890625	0.036666666666666736	1.797071423179137
