Condition	time point	p-value	t-value
wrong	-0.02421875000000001	0.046666666666666745	1.6834417068750733
wrong	0.3859375	0.046666666666666745	1.6834417068750733
wrong	0.4640625	0.036666666666666736	1.797071423179137
wrong	0.473828125	0.040000000000000036	1.756656458005156
wrong	0.571484375	0.020000000000000018	2.0627472420429416
wrong	0.747265625	0.033333333333333326	1.840629407786611
wrong	0.805859375	0.033333333333333326	1.840629407786611
wrong	0.815625	0.0	inf
wrong	0.825390625	0.010000000000000009	2.33888392484682
wrong	0.8546875	0.013333333333333308	2.227371488366429
wrong	0.91328125	0.030000000000000027	1.8879558102266485
wrong	0.942578125	0.026666666666666727	1.9398891657341626
wrong	0.95234375	0.043333333333333335	1.718905160438891
wrong	0.962109375	0.0033333333333332993	2.7321419372217384
wrong	0.971875	0.010000000000000009	2.33888392484682
wrong	0.981640625	0.043333333333333335	1.718905160438891
wrong	0.99140625	0.00666666666666671	2.4895647421707716
wrong	1.001171875	0.023333333333333317	1.997592229195553
wrong	1.0109375	0.013333333333333308	2.227371488366429
