Condition	time point	p-value	t-value
correct	0.11249999999999999	0.010000000000000009	2.33888392484682
correct	0.376171875	0.040000000000000036	1.756656458005156
correct	0.75703125	0.010000000000000009	2.33888392484682
correct	0.766796875	0.040000000000000036	1.756656458005156
correct	0.844921875	0.0033333333333332993	2.7321419372217384
correct	0.89375	0.040000000000000036	1.756656458005156
correct	0.903515625	0.020000000000000018	2.0627472420429416
correct	0.91328125	0.046666666666666745	1.6834417068750733
correct	0.923046875	0.026666666666666727	1.9398891657341626
correct	0.962109375	0.010000000000000009	2.33888392484682
correct	0.971875	0.036666666666666736	1.797071423179137
correct	0.981640625	0.0	inf
correct	0.99140625	0.00666666666666671	2.4895647421707716
correct	1.001171875	0.030000000000000027	1.8879558102266485
correct	1.0109375	0.0033333333333332993	2.7321419372217384
correct	1.020703125	0.046666666666666745	1.6834417068750733
correct	1.03046875	0.046666666666666745	1.6834417068750733
correct	1.098828125	0.026666666666666727	1.9398891657341626
