Condition	time point	p-value	t-value
medium	-0.170703125	0.021666666666666723	2.0291045604491393
medium	0.425	0.04166666666666674	1.737473383800102
medium	0.591015625	0.040000000000000036	1.756656458005156
medium	0.610546875	0.021666666666666723	2.0291045604491393
medium	0.630078125	0.021666666666666723	2.0291045604491393
medium	0.63984375	0.040000000000000036	1.756656458005156
medium	0.99140625	0.021666666666666723	2.0291045604491393
medium	1.020703125	0.04166666666666674	1.737473383800102
medium	1.03046875	0.04166666666666674	1.737473383800102
medium	1.05	0.040000000000000036	1.756656458005156
