Condition	time point	p-value	t-value
wrong	0.26875	0.033333333333333326	1.840629407786611
wrong	0.434765625	0.0	inf
wrong	0.532421875	0.020000000000000018	2.0627472420429416
wrong	0.5421875	0.020000000000000018	2.0627472420429416
wrong	0.551953125	0.010000000000000009	2.33888392484682
wrong	0.630078125	0.03833333333333333	1.776503858509585
wrong	0.63984375	0.04166666666666674	1.737473383800102
wrong	0.649609375	0.043333333333333335	1.718905160438891
wrong	0.659375	0.030000000000000027	1.8879558102266485
wrong	0.79609375	0.0033333333333332993	2.7321419372217384
wrong	0.825390625	0.03166666666666673	1.863775163979199
wrong	0.844921875	0.0	inf
wrong	0.864453125	0.010000000000000009	2.33888392484682
