Condition	time point	p-value	t-value
high	-0.014453125000000011	0.01666666666666672	2.1379265281322697
high	0.11249999999999999	0.046666666666666745	1.6834417068750733
high	0.258984375	0.026666666666666727	1.9398891657341626
high	0.337109375	0.046666666666666745	1.6834417068750733
high	0.346875	0.01666666666666672	2.1379265281322697
high	0.356640625	0.033333333333333326	1.840629407786611
high	0.766796875	0.023333333333333317	1.997592229195553
high	0.7765625	0.036666666666666736	1.797071423179137
high	0.942578125	0.036666666666666736	1.797071423179137
