Condition	time point	p-value	t-value
high	0.36640625	0.030000000000000027	1.8879558102266485
high	0.786328125	0.043333333333333335	1.718905160438891
high	0.903515625	0.040000000000000036	1.756656458005156
high	0.91328125	0.040000000000000036	1.756656458005156
high	0.971875	0.026666666666666727	1.9398891657341626
high	0.981640625	0.036666666666666736	1.797071423179137
high	1.001171875	0.0033333333333332993	2.7321419372217384
high	1.0109375	0.013333333333333308	2.227371488366429
high	1.020703125	0.033333333333333326	1.840629407786611
high	1.03046875	0.040000000000000036	1.756656458005156
high	1.040234375	0.040000000000000036	1.756656458005156
