Concept(EN)	ConceptClass	Concept(IT)	Prod.Frequency	Rank	Feature	RelationType	FreqWaCKy	logFreqWaCKy	No.Letters	No.Syllables	No.Features	No.DistinguishingFeatures	Percent.DistinguishingFeatures	MeanDistinctivenessAcrossFeatures	MeanCueValidity	No.IntercorrelatedFeatures	Percent.IntercorrelatedFeatures	IntercorrelationalDensity	(Non)Distinguishing	Distinctiveness
seagull	bird	gabbiano	6	5	is_grey	ese	8238	9.01651287499603	8	3	8	5	0.625000	0.547917	9.682802	9	0.600000	3.02255069374355	D	1
ship	vehicle	nave	29	1	a_vehicle	ch	83412	11.3315474628885	4	2	12	7	0.583333	0.581482	8.989903	16	0.761905	5.88179925338611	ND	0.2
ship	vehicle	nave	25	2	used_for_transportation	sf	83412	11.3315474628885	4	2	12	7	0.583333	0.581482	8.989903	16	0.761905	5.88179925338611	ND	0.166667
ship	vehicle	nave	18	3	used_for_navigation	sf	83412	11.3315474628885	4	2	12	7	0.583333	0.581482	8.989903	16	0.761905	5.88179925338611	D	1
ship	vehicle	nave	13	4	used_by_passengers	sp	83412	11.3315474628885	4	2	12	7	0.583333	0.581482	8.989903	16	0.761905	5.88179925338611	ND	0.25
ship	vehicle	nave	11	5	used_on_water	sl	83412	11.3315474628885	4	2	12	7	0.583333	0.581482	8.989903	16	0.761905	5.88179925338611	D	1
ship	vehicle	nave	10	6	is_large	ese	83412	11.3315474628885	4	2	12	7	0.583333	0.581482	8.989903	16	0.761905	5.88179925338611	ND	0.111111
ship	vehicle	nave	9	7	used_on_ocean	sl	83412	11.3315474628885	4	2	12	7	0.583333	0.581482	8.989903	16	0.761905	5.88179925338611	D	1
ship	vehicle	nave	8	8	used_for_cargo	se	83412	11.3315474628885	4	2	12	7	0.583333	0.581482	8.989903	16	0.761905	5.88179925338611	ND	0.25
ship	vehicle	nave	7	9	floats	sf	83412	11.3315474628885	4	2	12	7	0.583333	0.581482	8.989903	16	0.761905	5.88179925338611	D	1
ship	vehicle	nave	6	10	different_sizes	ese	83412	11.3315474628885	4	2	12	7	0.583333	0.581482	8.989903	16	0.761905	5.88179925338611	D	0.5
ship	vehicle	nave	6	10	has_an_engine	eci	83412	11.3315474628885	4	2	12	7	0.583333	0.581482	8.989903	16	0.761905	5.88179925338611	D	0.5
ship	vehicle	nave	5	11	used_for_trading	sf	83412	11.3315474628885	4	2	12	7	0.583333	0.581482	8.989903	16	0.761905	5.88179925338611	D	1
shoes	clothing	scarpe	26	1	worn_on_feet	sf	37436	10.5303880872771	6	2	9	7	0.777778	0.649206	12.044588	1	0.333333	0.135288820022841	D	0.5
shoes	clothing	scarpe	16	2	has_a_lace	ece	37436	10.5303880872771	6	2	9	7	0.777778	0.649206	12.044588	1	0.333333	0.135288820022841	D	1
shoes	clothing	scarpe	15	3	worn_for_walking	sf	37436	10.5303880872771	6	2	9	7	0.777778	0.649206	12.044588	1	0.333333	0.135288820022841	D	1
shoes	clothing	scarpe	9	4	has_a_sole	ece	37436	10.5303880872771	6	2	9	7	0.777778	0.649206	12.044588	1	0.333333	0.135288820022841	D	1
shoes	clothing	scarpe	9	4	worn_for_protecting_feet	sf	37436	10.5303880872771	6	2	9	7	0.777778	0.649206	12.044588	1	0.333333	0.135288820022841	D	0.5
shoes	clothing	scarpe	8	5	clothing	ch	37436	10.5303880872771	6	2	9	7	0.777778	0.649206	12.044588	1	0.333333	0.135288820022841	ND	0.2
shoes	clothing	scarpe	8	5	different_colours	ese	37436	10.5303880872771	6	2	9	7	0.777778	0.649206	12.044588	1	0.333333	0.135288820022841	ND	0.142857
shoes	clothing	scarpe	8	5	different_kinds	eq	37436	10.5303880872771	6	2	9	7	0.777778	0.649206	12.044588	1	0.333333	0.135288820022841	D	0.5
shoes	clothing	scarpe	7	6	worn_for_covering_feet	sf	37436	10.5303880872771	6	2	9	7	0.777778	0.649206	12.044588	1	0.333333	0.135288820022841	D	1
skyscraper	building	grattacielo	38	1	is_tall	ese	6978	8.85051762174672	11	4	7	5	0.714286	0.738095	16.712169	3	1.000000	1.8148525660936	D	0.5
skyscraper	building	grattacielo	22	2	a_building	ch	6978	8.85051762174672	11	4	7	5	0.714286	0.738095	16.712169	3	1.000000	1.8148525660936	ND	0.333333
skyscraper	building	grattacielo	14	3	found_in_big_cities	sl	6978	8.85051762174672	11	4	7	5	0.714286	0.738095	16.712169	3	1.000000	1.8148525660936	D	1
skyscraper	building	grattacielo	14	3	has_many_floors	ece	6978	8.85051762174672	11	4	7	5	0.714286	0.738095	16.712169	3	1.000000	1.8148525660936	D	1
skyscraper	building	grattacielo	14	3	used_for_housing_people	sf	6978	8.85051762174672	11	4	7	5	0.714286	0.738095	16.712169	3	1.000000	1.8148525660936	D	1
skyscraper	building	grattacielo	8	4	a_construction	ch	6978	8.85051762174672	11	4	7	5	0.714286	0.738095	16.712169	3	1.000000	1.8148525660936	ND	0.333333
skyscraper	building	grattacielo	7	5	used_for_offices	se	6978	8.85051762174672	11	4	7	5	0.714286	0.738095	16.712169	3	1.000000	1.8148525660936	D	1
socks	clothing	calzini	26	1	worn_on_feet	sf	2804	7.93880224815448	7	3	9	6	0.666667	0.560317	13.799191	7	0.700000	1.31549986361391	D	0.5
socks	clothing	calzini	21	2	clothing	ch	2804	7.93880224815448	7	3	9	6	0.666667	0.560317	13.799191	7	0.700000	1.31549986361391	ND	0.2
socks	clothing	calzini	13	3	worn_under_shoes	sf	2804	7.93880224815448	7	3	9	6	0.666667	0.560317	13.799191	7	0.700000	1.31549986361391	D	1
socks	clothing	calzini	10	4	different_colours	ese	2804	7.93880224815448	7	3	9	6	0.666667	0.560317	13.799191	7	0.700000	1.31549986361391	ND	0.142857
socks	clothing	calzini	7	5	different_sizes	ese	2804	7.93880224815448	7	3	9	6	0.666667	0.560317	13.799191	7	0.700000	1.31549986361391	D	0.5
socks	clothing	calzini	6	6	made_of_cotton	em	2804	7.93880224815448	7	3	9	6	0.666667	0.560317	13.799191	7	0.700000	1.31549986361391	D	1
socks	clothing	calzini	6	6	worn_for_protecting_feet	sf	2804	7.93880224815448	7	3	9	6	0.666667	0.560317	13.799191	7	0.700000	1.31549986361391	D	0.5
socks	clothing	calzini	5	7	made_of_different_materials	em	2804	7.93880224815448	7	3	9	6	0.666667	0.560317	13.799191	7	0.700000	1.31549986361391	ND	0.2
socks	clothing	calzini	5	7	worn_for_keeping_feet_warm	sf	2804	7.93880224815448	7	3	9	6	0.666667	0.560317	13.799191	7	0.700000	1.31549986361391	D	1
sparrow	bird	passero	34	1	a_bird	ch	395	5.97888576490112	7	3	11	6	0.545455	0.542424	12.359405	21	0.750000	5.99215852353144	ND	0.2
sparrow	bird	passero	22	2	is_small	ese	395	5.97888576490112	7	3	11	6	0.545455	0.542424	12.359405	21	0.750000	5.99215852353144	ND	0.166667
sparrow	bird	passero	10	3	lives_in_cities	sl	395	5.97888576490112	7	3	11	6	0.545455	0.542424	12.359405	21	0.750000	5.99215852353144	D	1
sparrow	bird	passero	9	4	has_feathers	ece	395	5.97888576490112	7	3	11	6	0.545455	0.542424	12.359405	21	0.750000	5.99215852353144	ND	0.333333
sparrow	bird	passero	8	5	beh_-_builds_nests	eb	395	5.97888576490112	7	3	11	6	0.545455	0.542424	12.359405	21	0.750000	5.99215852353144	D	1
sparrow	bird	passero	7	6	an_animal	ch	395	5.97888576490112	7	3	11	6	0.545455	0.542424	12.359405	21	0.750000	5.99215852353144	D	0.1
sparrow	bird	passero	7	6	beh_-_chirps	eb	395	5.97888576490112	7	3	11	6	0.545455	0.542424	12.359405	21	0.750000	5.99215852353144	D	1
sparrow	bird	passero	7	6	beh_-_flies	eb	395	5.97888576490112	7	3	11	6	0.545455	0.542424	12.359405	21	0.750000	5.99215852353144	D	0.333333
sparrow	bird	passero	6	7	has_a_beak	ece	395	5.97888576490112	7	3	11	6	0.545455	0.542424	12.359405	21	0.750000	5.99215852353144	ND	0.333333
sparrow	bird	passero	6	7	is_brown	ese	395	5.97888576490112	7	3	11	6	0.545455	0.542424	12.359405	21	0.750000	5.99215852353144	D	0.5
sparrow	bird	passero	5	8	is_common	ie	395	5.97888576490112	7	3	11	6	0.545455	0.542424	12.359405	21	0.750000	5.99215852353144	D	1
spinach	vegetable	spinaci	27	1	a_vegetable	ch	2241	7.71467747380093	7	3	6	3	0.500000	0.477778	18.887122	6	1.000000	2.3725287036469	ND	0.2
spinach	vegetable	spinaci	27	1	is_green	ese	2241	7.71467747380093	7	3	6	3	0.500000	0.477778	18.887122	6	1.000000	2.3725287036469	ND	0.25
spinach	vegetable	spinaci	18	2	is_edible	sa	2241	7.71467747380093	7	3	6	3	0.500000	0.477778	18.887122	6	1.000000	2.3725287036469	D	0.0833333
spinach	vegetable	spinaci	12	3	eaten_by_cooking	sa	2241	7.71467747380093	7	3	6	3	0.500000	0.477778	18.887122	6	1.000000	2.3725287036469	ND	0.333333
spinach	vegetable	spinaci	11	4	associated_with_Popeye	eae	2241	7.71467747380093	7	3	6	3	0.500000	0.477778	18.887122	6	1.000000	2.3725287036469	D	1
spinach	vegetable	spinaci	5	5	has_iron	eci	2241	7.71467747380093	7	3	6	3	0.500000	0.477778	18.887122	6	1.000000	2.3725287036469	D	1
sweater	clothing	pullover	25	1	clothing	ch	281	5.63835466933375	8	3	7	5	0.714286	0.620408	12.354871	13	0.866667	5.88121581657505	ND	0.2
sweater	clothing	pullover	18	2	worn_for_warmth	sf	281	5.63835466933375	8	3	7	5	0.714286	0.620408	12.354871	13	0.866667	5.88121581657505	D	0.5
sweater	clothing	pullover	12	3	made_of_wool	em	281	5.63835466933375	8	3	7	5	0.714286	0.620408	12.354871	13	0.866667	5.88121581657505	D	1
sweater	clothing	pullover	11	4	worn_for_the_cold	sf	281	5.63835466933375	8	3	7	5	0.714286	0.620408	12.354871	13	0.866667	5.88121581657505	D	0.5
sweater	clothing	pullover	7	5	different_colours	ese	281	5.63835466933375	8	3	7	5	0.714286	0.620408	12.354871	13	0.866667	5.88121581657505	ND	0.142857
sweater	clothing	pullover	6	6	worn_in_winter	st	281	5.63835466933375	8	3	7	5	0.714286	0.620408	12.354871	13	0.866667	5.88121581657505	D	1
sweater	clothing	pullover	5	7	worn_on_top_of_shirts	sf	281	5.63835466933375	8	3	7	5	0.714286	0.620408	12.354871	13	0.866667	5.88121581657505	D	1
sword	implement	spada	21	1	has_a_handle	ece	38346	10.5544054988783	5	2	16	12	0.750000	0.748512	13.935861	24	0.857143	7.61301389592617	ND	0.25
sword	implement	spada	20	2	a_weapon	ch	38346	10.5544054988783	5	2	16	12	0.750000	0.748512	13.935861	24	0.857143	7.61301389592617	D	1
sword	implement	spada	14	3	is_sharp	ese	38346	10.5544054988783	5	2	16	12	0.750000	0.748512	13.935861	24	0.857143	7.61301389592617	D	1
sword	implement	spada	11	4	has_a_blade	ece	38346	10.5544054988783	5	2	16	12	0.750000	0.748512	13.935861	24	0.857143	7.61301389592617	D	1
sword	implement	spada	10	5	used_for_war	eae	38346	10.5544054988783	5	2	16	12	0.750000	0.748512	13.935861	24	0.857143	7.61301389592617	D	1
sword	implement	spada	9	6	used_for_killing	sf	38346	10.5544054988783	5	2	16	12	0.750000	0.748512	13.935861	24	0.857143	7.61301389592617	D	1
sword	implement	spada	8	7	an_object	ch	38346	10.5544054988783	5	2	16	12	0.750000	0.748512	13.935861	24	0.857143	7.61301389592617	ND	0.142857
sword	implement	spada	8	7	is_long	ese	38346	10.5544054988783	5	2	16	12	0.750000	0.748512	13.935861	24	0.857143	7.61301389592617	ND	0.25
sword	implement	spada	8	7	used_for_cutting	sf	38346	10.5544054988783	5	2	16	12	0.750000	0.748512	13.935861	24	0.857143	7.61301389592617	D	1
sword	implement	spada	7	8	is_ancient	st	38346	10.5544054988783	5	2	16	12	0.750000	0.748512	13.935861	24	0.857143	7.61301389592617	D	1
sword	implement	spada	7	8	made_of_iron	em	38346	10.5544054988783	5	2	16	12	0.750000	0.748512	13.935861	24	0.857143	7.61301389592617	D	0.5
sword	implement	spada	6	9	has_a_pointed_end	ese	38346	10.5544054988783	5	2	16	12	0.750000	0.748512	13.935861	24	0.857143	7.61301389592617	D	1
sword	implement	spada	6	9	is_medieval	st	38346	10.5544054988783	5	2	16	12	0.750000	0.748512	13.935861	24	0.857143	7.61301389592617	D	1
sword	implement	spada	6	9	made_of_metal	em	38346	10.5544054988783	5	2	16	12	0.750000	0.748512	13.935861	24	0.857143	7.61301389592617	D	0.5
sword	implement	spada	5	10	is_heavy	ese	38346	10.5544054988783	5	2	16	12	0.750000	0.748512	13.935861	24	0.857143	7.61301389592617	ND	0.333333
sword	implement	spada	5	10	used_by_knights	sp	38346	10.5544054988783	5	2	16	12	0.750000	0.748512	13.935861	24	0.857143	7.61301389592617	D	1
table	furniture	tavolo	23	1	has_4_legs	ece	86899	11.3725018037074	6	3	10	5	0.500000	0.545952	12.612951	11	0.733333	2.49941174538591	ND	0.166667
table	furniture	tavolo	22	2	used_for_eating_on	sf	86899	11.3725018037074	6	3	10	5	0.500000	0.545952	12.612951	11	0.733333	2.49941174538591	D	1
table	furniture	tavolo	18	3	used_for_holding	sf	86899	11.3725018037074	6	3	10	5	0.500000	0.545952	12.612951	11	0.733333	2.49941174538591	D	1
table	furniture	tavolo	15	4	has_a_board	ece	86899	11.3725018037074	6	3	10	5	0.500000	0.545952	12.612951	11	0.733333	2.49941174538591	D	0.5
table	furniture	tavolo	12	5	used_for_writing_on	sf	86899	11.3725018037074	6	3	10	5	0.500000	0.545952	12.612951	11	0.733333	2.49941174538591	D	1
table	furniture	tavolo	11	6	furniture	ch	86899	11.3725018037074	6	3	10	5	0.500000	0.545952	12.612951	11	0.733333	2.49941174538591	ND	0.2
table	furniture	tavolo	10	7	made_of_wood	em	86899	11.3725018037074	6	3	10	5	0.500000	0.545952	12.612951	11	0.733333	2.49941174538591	ND	0.25
table	furniture	tavolo	7	8	used_for_working	sf	86899	11.3725018037074	6	3	10	5	0.500000	0.545952	12.612951	11	0.733333	2.49941174538591	D	1
table	furniture	tavolo	5	9	an_object	ch	86899	11.3725018037074	6	3	10	5	0.500000	0.545952	12.612951	11	0.733333	2.49941174538591	ND	0.142857
table	furniture	tavolo	5	9	made_of_different_materials	em	86899	11.3725018037074	6	3	10	5	0.500000	0.545952	12.612951	11	0.733333	2.49941174538591	ND	0.2
tongs	implement	pinze	18	1	a_tool	ch	4545	8.42178300661158	5	2	7	5	0.714286	0.556122	16.649328	6	1.000000	2.38902789843254	ND	0.25
tongs	implement	pinze	8	2	an_object	ch	4545	8.42178300661158	5	2	7	5	0.714286	0.556122	16.649328	6	1.000000	2.38902789843254	ND	0.142857
tongs	implement	pinze	8	2	made_of_metal	em	4545	8.42178300661158	5	2	7	5	0.714286	0.556122	16.649328	6	1.000000	2.38902789843254	D	0.5
tongs	implement	pinze	8	2	used_for_picking_up_items	sf	4545	8.42178300661158	5	2	7	5	0.714286	0.556122	16.649328	6	1.000000	2.38902789843254	D	1
tongs	implement	pinze	7	3	made_of_iron	em	4545	8.42178300661158	5	2	7	5	0.714286	0.556122	16.649328	6	1.000000	2.38902789843254	D	0.5
tongs	implement	pinze	6	4	has_2_handles	ece	4545	8.42178300661158	5	2	7	5	0.714286	0.556122	16.649328	6	1.000000	2.38902789843254	D	1
tongs	implement	pinze	5	5	used_for_pulling	sf	4545	8.42178300661158	5	2	7	5	0.714286	0.556122	16.649328	6	1.000000	2.38902789843254	D	0.5
tower	building	torre	35	1	is_tall	ese	47413	10.7666517316837	5	2	8	6	0.750000	0.770833	13.111149	3	1.000000	1.8148525660936	D	0.5
tower	building	torre	16	2	a_construction	ch	47413	10.7666517316837	5	2	8	6	0.750000	0.770833	13.111149	3	1.000000	1.8148525660936	ND	0.333333
tower	building	torre	10	3	a_building	ch	47413	10.7666517316837	5	2	8	6	0.750000	0.770833	13.111149	3	1.000000	1.8148525660936	ND	0.333333
tower	building	torre	9	4	part_of_castle	ew	47413	10.7666517316837	5	2	8	6	0.750000	0.770833	13.111149	3	1.000000	1.8148525660936	D	1
tower	building	torre	9	4	used_for_guarding	sf	47413	10.7666517316837	5	2	8	6	0.750000	0.770833	13.111149	3	1.000000	1.8148525660936	D	1
tower	building	torre	7	5	made_of_stones	em	47413	10.7666517316837	5	2	8	6	0.750000	0.770833	13.111149	3	1.000000	1.8148525660936	D	1
tower	building	torre	6	6	made_of_brick	em	47413	10.7666517316837	5	2	8	6	0.750000	0.770833	13.111149	3	1.000000	1.8148525660936	D	1
tower	building	torre	5	7	is_cylindrical	ese	47413	10.7666517316837	5	2	8	6	0.750000	0.770833	13.111149	3	1.000000	1.8148525660936	D	1
train	vehicle	treno	35	1	a_vehicle	ch	77220	11.2544137698182	5	2	11	6	0.500000	0.495833	14.469578	18	0.642857	6.60154744594788	ND	0.2
train	vehicle	treno	33	2	used_on_rail_tracks	se	77220	11.2544137698182	5	2	11	6	0.500000	0.495833	14.469578	18	0.642857	6.60154744594788	D	1
train	vehicle	treno	30	3	used_for_transportation	sf	77220	11.2544137698182	5	2	11	6	0.500000	0.495833	14.469578	18	0.642857	6.60154744594788	ND	0.166667
train	vehicle	treno	17	4	has_cars	ece	77220	11.2544137698182	5	2	11	6	0.500000	0.495833	14.469578	18	0.642857	6.60154744594788	D	1
train	vehicle	treno	8	5	has_a_caboose	ece	77220	11.2544137698182	5	2	11	6	0.500000	0.495833	14.469578	18	0.642857	6.60154744594788	D	1
train	vehicle	treno	7	6	used_for_cargo	se	77220	11.2544137698182	5	2	11	6	0.500000	0.495833	14.469578	18	0.642857	6.60154744594788	ND	0.25
train	vehicle	treno	6	7	is_fast	iep	77220	11.2544137698182	5	2	11	6	0.500000	0.495833	14.469578	18	0.642857	6.60154744594788	ND	0.333333
train	vehicle	treno	6	7	used_by_passengers	sp	77220	11.2544137698182	5	2	11	6	0.500000	0.495833	14.469578	18	0.642857	6.60154744594788	ND	0.25
train	vehicle	treno	6	7	used_for_travel	sf	77220	11.2544137698182	5	2	11	6	0.500000	0.495833	14.469578	18	0.642857	6.60154744594788	D	0.5
train	vehicle	treno	5	8	is_long	ese	77220	11.2544137698182	5	2	11	6	0.500000	0.495833	14.469578	18	0.642857	6.60154744594788	ND	0.25
train	vehicle	treno	5	8	makes_stops	sf	77220	11.2544137698182	5	2	11	6	0.500000	0.495833	14.469578	18	0.642857	6.60154744594788	D	0.5
train	vehicle	treno	5	8	used_by_many_passengers	sp	77220	11.2544137698182	5	2	11	6	0.500000	0.495833	14.469578	18	0.642857	6.60154744594788	D	0.5
truck	vehicle	camion	29	1	used_for_transportation	sf	15534	9.65078644897959	6	2	8	3	0.375000	0.320139	21.990479	13	0.866667	4.48484166248866	ND	0.166667
truck	vehicle	camion	28	2	a_vehicle	ch	15534	9.65078644897959	6	2	8	3	0.375000	0.320139	21.990479	13	0.866667	4.48484166248866	ND	0.2
truck	vehicle	camion	23	3	used_for_cargo	se	15534	9.65078644897959	6	2	8	3	0.375000	0.320139	21.990479	13	0.866667	4.48484166248866	ND	0.25
truck	vehicle	camion	16	4	is_large	ese	15534	9.65078644897959	6	2	8	3	0.375000	0.320139	21.990479	13	0.866667	4.48484166248866	ND	0.111111
truck	vehicle	camion	8	5	is_heavy	ese	15534	9.65078644897959	6	2	8	3	0.375000	0.320139	21.990479	13	0.866667	4.48484166248866	ND	0.333333
truck	vehicle	camion	7	6	has_4_wheels	ece	15534	9.65078644897959	6	2	8	3	0.375000	0.320139	21.990479	13	0.866667	4.48484166248866	D	0.5
truck	vehicle	camion	7	6	requires_drivers	ic	15534	9.65078644897959	6	2	8	3	0.375000	0.320139	21.990479	13	0.866667	4.48484166248866	D	0.5
truck	vehicle	camion	6	7	has_wheels	ece	15534	9.65078644897959	6	2	8	3	0.375000	0.320139	21.990479	13	0.866667	4.48484166248866	D	0.5
woodpecker	bird	picchio	36	1	a_bird	ch	1057	6.96318998587024	7	2	10	6	0.600000	0.613333	14.382857	6	0.600000	1.82173660388097	ND	0.2
woodpecker	bird	picchio	18	2	beh_-_hits_against_trees_with_beak	eb	1057	6.96318998587024	7	2	10	6	0.600000	0.613333	14.382857	6	0.600000	1.82173660388097	D	1
woodpecker	bird	picchio	14	3	beh_-_puts_holes_in_trees	eb	1057	6.96318998587024	7	2	10	6	0.600000	0.613333	14.382857	6	0.600000	1.82173660388097	D	1
woodpecker	bird	picchio	10	4	has_a_long_beak	ece	1057	6.96318998587024	7	2	10	6	0.600000	0.613333	14.382857	6	0.600000	1.82173660388097	D	1
woodpecker	bird	picchio	9	5	an_animal	ch	1057	6.96318998587024	7	2	10	6	0.600000	0.613333	14.382857	6	0.600000	1.82173660388097	D	0.1
woodpecker	bird	picchio	6	6	beh_-_flies	eb	1057	6.96318998587024	7	2	10	6	0.600000	0.613333	14.382857	6	0.600000	1.82173660388097	D	0.333333
woodpecker	bird	picchio	5	7	beh_-_builds_nests_in_trees	eb	1057	6.96318998587024	7	2	10	6	0.600000	0.613333	14.382857	6	0.600000	1.82173660388097	D	1
woodpecker	bird	picchio	5	7	has_a_beak	ece	1057	6.96318998587024	7	2	10	6	0.600000	0.613333	14.382857	6	0.600000	1.82173660388097	ND	0.333333
woodpecker	bird	picchio	5	7	has_a_strong_beak	ece	1057	6.96318998587024	7	2	10	6	0.600000	0.613333	14.382857	6	0.600000	1.82173660388097	D	1
woodpecker	bird	picchio	5	7	is_small	ese	1057	6.96318998587024	7	2	10	6	0.600000	0.613333	14.382857	6	0.600000	1.82173660388097	ND	0.166667
woodpecker	bird	picchio	5	7	lives_in_forests	sl	1057	6.96318998587024	7	2	10	6	0.600000	0.613333	14.382857	6	0.600000	1.82173660388097	ND	0.333333
