Concept(EN)	ConceptClass	Concept(IT)	Prod.Frequency	Rank	Feature	RelationType	FreqWaCKy	logFreqWaCKy	No.Letters	No.Syllables	No.Features	No.DistinguishingFeatures	Percent.DistinguishingFeatures	MeanDistinctivenessAcrossFeatures	MeanCueValidity	No.IntercorrelatedFeatures	Percent.IntercorrelatedFeatures	IntercorrelationalDensity	(Non)Distinguishing	Distinctiveness
finger	bodypart	dito	8	4	has_a_nail	ece	49952	10.8188178233152	4	2	10	9	0.900000	0.870000	6.827818	2	0.666667	0.411751370123403	D	1
finger	bodypart	dito	8	4	has_finger_bones	eci	49952	10.8188178233152	4	2	10	9	0.900000	0.870000	6.827818	2	0.666667	0.411751370123403	D	1
finger	bodypart	dito	8	4	there_are_5_per_hand	eq	49952	10.8188178233152	4	2	10	9	0.900000	0.870000	6.827818	2	0.666667	0.411751370123403	D	1
finger	bodypart	dito	7	5	used_for_pointing	sf	49952	10.8188178233152	4	2	10	9	0.900000	0.870000	6.827818	2	0.666667	0.411751370123403	D	1
finger	bodypart	dito	6	6	beh_-_bends	eb	49952	10.8188178233152	4	2	10	9	0.900000	0.870000	6.827818	2	0.666667	0.411751370123403	D	1
finger	bodypart	dito	5	7	beh_-_moves	eb	49952	10.8188178233152	4	2	10	9	0.900000	0.870000	6.827818	2	0.666667	0.411751370123403	D	1
finger	bodypart	dito	5	7	has_3_finger_bones	eci	49952	10.8188178233152	4	2	10	9	0.900000	0.870000	6.827818	2	0.666667	0.411751370123403	D	1
garage	building	garage	28	1	used_for_storing_cars	sf	10962	9.30219002560606	6	2	7	6	0.857143	0.833333	7.179080	0	0.000000	0	D	1
garage	building	garage	19	2	a_place	ch	10962	9.30219002560606	6	2	7	6	0.857143	0.833333	7.179080	0	0.000000	0	ND	0.333333
garage	building	garage	17	3	is_underground	sl	10962	9.30219002560606	6	2	7	6	0.857143	0.833333	7.179080	0	0.000000	0	D	1
garage	building	garage	10	4	used_for_storing	sf	10962	9.30219002560606	6	2	7	6	0.857143	0.833333	7.179080	0	0.000000	0	D	0.5
garage	building	garage	8	5	used_for_storing_vehicles	sf	10962	9.30219002560606	6	2	7	6	0.857143	0.833333	7.179080	0	0.000000	0	D	1
garage	building	garage	5	6	has_a_roof	ece	10962	9.30219002560606	6	2	7	6	0.857143	0.833333	7.179080	0	0.000000	0	D	1
garage	building	garage	5	6	has_walls_and_a_roof	eci	10962	9.30219002560606	6	2	7	6	0.857143	0.833333	7.179080	0	0.000000	0	D	1
goose	bird	oca	21	1	a_bird	ch	8114	9.00134624376639	3	2	10	6	0.600000	0.621667	5.825567	4	0.400000	1.75028103444529	ND	0.2
goose	bird	oca	14	2	an_animal	ch	8114	9.00134624376639	3	2	10	6	0.600000	0.621667	5.825567	4	0.400000	1.75028103444529	D	0.1
goose	bird	oca	10	3	has_a_beak	ece	8114	9.00134624376639	3	2	10	6	0.600000	0.621667	5.825567	4	0.400000	1.75028103444529	ND	0.333333
goose	bird	oca	9	4	has_feathers	ece	8114	9.00134624376639	3	2	10	6	0.600000	0.621667	5.825567	4	0.400000	1.75028103444529	ND	0.333333
goose	bird	oca	9	4	is_white	ese	8114	9.00134624376639	3	2	10	6	0.600000	0.621667	5.825567	4	0.400000	1.75028103444529	ND	0.25
goose	bird	oca	8	5	beh_-_quacks	eb	8114	9.00134624376639	3	2	10	6	0.600000	0.621667	5.825567	4	0.400000	1.75028103444529	D	1
goose	bird	oca	7	6	has_webbed_feet	ece	8114	9.00134624376639	3	2	10	6	0.600000	0.621667	5.825567	4	0.400000	1.75028103444529	D	1
goose	bird	oca	5	7	beh_-_cannot_fly	in	8114	9.00134624376639	3	2	10	6	0.600000	0.621667	5.825567	4	0.400000	1.75028103444529	D	1
goose	bird	oca	5	7	has_a_long_neck	ece	8114	9.00134624376639	3	2	10	6	0.600000	0.621667	5.825567	4	0.400000	1.75028103444529	D	1
goose	bird	oca	5	7	lives_on_water	sl	8114	9.00134624376639	3	2	10	6	0.600000	0.621667	5.825567	4	0.400000	1.75028103444529	D	1
hand	bodypart	mano	24	1	used_for_grasping	sf	456379	13.0310788836415	4	2	6	4	0.666667	0.672222	8.940513	2	0.666667	0.791806641701381	D	0.5
hand	bodypart	mano	23	2	has_5_fingers	ece	456379	13.0310788836415	4	2	6	4	0.666667	0.672222	8.940513	2	0.666667	0.791806641701381	D	1
hand	bodypart	mano	21	3	a_body_part	ch	456379	13.0310788836415	4	2	6	4	0.666667	0.672222	8.940513	2	0.666667	0.791806641701381	ND	0.2
hand	bodypart	mano	10	4	extreme_part_of_arm	ew	456379	13.0310788836415	4	2	6	4	0.666667	0.672222	8.940513	2	0.666667	0.791806641701381	D	1
hand	bodypart	mano	6	5	used_for_doing	sf	456379	13.0310788836415	4	2	6	4	0.666667	0.672222	8.940513	2	0.666667	0.791806641701381	D	1
hand	bodypart	mano	5	6	there_are_2	eq	456379	13.0310788836415	4	2	6	4	0.666667	0.672222	8.940513	2	0.666667	0.791806641701381	ND	0.333333
head	bodypart	testa	23	1	a_body_part	ch	201326	12.2126807637444	5	2	10	9	0.900000	0.920000	8.543785	0	0.000000	0	ND	0.2
head	bodypart	testa	20	2	has_a_brain	eci	201326	12.2126807637444	5	2	10	9	0.900000	0.920000	8.543785	0	0.000000	0	D	1
head	bodypart	testa	20	2	has_hair	ece	201326	12.2126807637444	5	2	10	9	0.900000	0.920000	8.543785	0	0.000000	0	D	1
head	bodypart	testa	14	3	connected_to_neck	se	201326	12.2126807637444	5	2	10	9	0.900000	0.920000	8.543785	0	0.000000	0	D	1
head	bodypart	testa	11	4	has_a_mouth	ece	201326	12.2126807637444	5	2	10	9	0.900000	0.920000	8.543785	0	0.000000	0	D	1
head	bodypart	testa	9	5	has_a_nose	ece	201326	12.2126807637444	5	2	10	9	0.900000	0.920000	8.543785	0	0.000000	0	D	1
head	bodypart	testa	9	5	top_part_of_body	ew	201326	12.2126807637444	5	2	10	9	0.900000	0.920000	8.543785	0	0.000000	0	D	1
head	bodypart	testa	8	6	has_ears	ece	201326	12.2126807637444	5	2	10	9	0.900000	0.920000	8.543785	0	0.000000	0	D	1
head	bodypart	testa	8	6	used_for_thinking	sf	201326	12.2126807637444	5	2	10	9	0.900000	0.920000	8.543785	0	0.000000	0	D	1
head	bodypart	testa	7	7	has_eyes	ece	201326	12.2126807637444	5	2	10	9	0.900000	0.920000	8.543785	0	0.000000	0	D	1
horse	mammal	cavallo	24	1	an_animal	ch	84651	11.3462922008406	7	3	13	8	0.615385	0.473932	5.853095	10	0.476190	2.29827241703376	D	0.1
horse	mammal	cavallo	21	2	has_4_legs	ece	84651	11.3462922008406	7	3	13	8	0.615385	0.473932	5.853095	10	0.476190	2.29827241703376	ND	0.166667
horse	mammal	cavallo	16	3	is_large	ese	84651	11.3462922008406	7	3	13	8	0.615385	0.473932	5.853095	10	0.476190	2.29827241703376	ND	0.111111
horse	mammal	cavallo	12	4	is_fast	iep	84651	11.3462922008406	7	3	13	8	0.615385	0.473932	5.853095	10	0.476190	2.29827241703376	ND	0.333333
horse	mammal	cavallo	12	4	used_for_transportation	sf	84651	11.3462922008406	7	3	13	8	0.615385	0.473932	5.853095	10	0.476190	2.29827241703376	ND	0.166667
horse	mammal	cavallo	11	5	a_mammal	ch	84651	11.3462922008406	7	3	13	8	0.615385	0.473932	5.853095	10	0.476190	2.29827241703376	ND	0.2
horse	mammal	cavallo	10	6	used_by_riding	sa	84651	11.3462922008406	7	3	13	8	0.615385	0.473932	5.853095	10	0.476190	2.29827241703376	D	1
horse	mammal	cavallo	9	7	has_a_mane	ece	84651	11.3462922008406	7	3	13	8	0.615385	0.473932	5.853095	10	0.476190	2.29827241703376	D	1
horse	mammal	cavallo	8	8	has_hooves	ece	84651	11.3462922008406	7	3	13	8	0.615385	0.473932	5.853095	10	0.476190	2.29827241703376	D	1
horse	mammal	cavallo	7	9	beh_-_neighs	eb	84651	11.3462922008406	7	3	13	8	0.615385	0.473932	5.853095	10	0.476190	2.29827241703376	D	1
horse	mammal	cavallo	6	10	is_edible	sa	84651	11.3462922008406	7	3	13	8	0.615385	0.473932	5.853095	10	0.476190	2.29827241703376	D	0.0833333
horse	mammal	cavallo	6	10	used_for_pulling	sf	84651	11.3462922008406	7	3	13	8	0.615385	0.473932	5.853095	10	0.476190	2.29827241703376	D	0.5
horse	mammal	cavallo	5	11	beh_-_eats_grass	eb	84651	11.3462922008406	7	3	13	8	0.615385	0.473932	5.853095	10	0.476190	2.29827241703376	D	0.5
jacket	clothing	giacca	25	1	clothing	ch	13814	9.53343784964892	6	2	7	3	0.428571	0.410884	5.417635	9	0.600000	2.52137207575778	ND	0.2
jacket	clothing	giacca	13	2	worn_for_the_cold	sf	13814	9.53343784964892	6	2	7	3	0.428571	0.410884	5.417635	9	0.600000	2.52137207575778	D	0.5
jacket	clothing	giacca	10	3	worn_for_warmth	sf	13814	9.53343784964892	6	2	7	3	0.428571	0.410884	5.417635	9	0.600000	2.52137207575778	D	0.5
jacket	clothing	giacca	8	4	made_of_different_materials	em	13814	9.53343784964892	6	2	7	3	0.428571	0.410884	5.417635	9	0.600000	2.52137207575778	ND	0.2
jacket	clothing	giacca	6	5	is_heavy	ese	13814	9.53343784964892	6	2	7	3	0.428571	0.410884	5.417635	9	0.600000	2.52137207575778	ND	0.333333
jacket	clothing	giacca	5	6	different_colours	ese	13814	9.53343784964892	6	2	7	3	0.428571	0.410884	5.417635	9	0.600000	2.52137207575778	ND	0.142857
jacket	clothing	giacca	5	6	worn_on_top_of_other_clothing	sf	13814	9.53343784964892	6	2	7	3	0.428571	0.410884	5.417635	9	0.600000	2.52137207575778	D	1
leg	bodypart	gamba	21	1	a_body_part	ch	59807	10.9988779899443	5	2	11	9	0.818182	0.866667	9.932513	10	1.000000	5.95614298257164	ND	0.2
leg	bodypart	gamba	21	1	used_for_walking	sf	59807	10.9988779899443	5	2	11	9	0.818182	0.866667	9.932513	10	1.000000	5.95614298257164	D	1
leg	bodypart	gamba	17	2	there_are_2	eq	59807	10.9988779899443	5	2	11	9	0.818182	0.866667	9.932513	10	1.000000	5.95614298257164	ND	0.333333
leg	bodypart	gamba	13	3	connected_to_foot	se	59807	10.9988779899443	5	2	11	9	0.818182	0.866667	9.932513	10	1.000000	5.95614298257164	D	1
leg	bodypart	gamba	11	4	a_limb	ch	59807	10.9988779899443	5	2	11	9	0.818182	0.866667	9.932513	10	1.000000	5.95614298257164	D	1
leg	bodypart	gamba	11	4	used_for_moving	sf	59807	10.9988779899443	5	2	11	9	0.818182	0.866667	9.932513	10	1.000000	5.95614298257164	D	1
leg	bodypart	gamba	7	5	a_lower_limb	ch	59807	10.9988779899443	5	2	11	9	0.818182	0.866667	9.932513	10	1.000000	5.95614298257164	D	1
leg	bodypart	gamba	7	5	has_bones	eci	59807	10.9988779899443	5	2	11	9	0.818182	0.866667	9.932513	10	1.000000	5.95614298257164	D	1
leg	bodypart	gamba	7	5	has_muscles	eci	59807	10.9988779899443	5	2	11	9	0.818182	0.866667	9.932513	10	1.000000	5.95614298257164	D	1
leg	bodypart	gamba	6	6	has_a_knee	ece	59807	10.9988779899443	5	2	11	9	0.818182	0.866667	9.932513	10	1.000000	5.95614298257164	D	1
leg	bodypart	gamba	5	7	connected_to_waist	se	59807	10.9988779899443	5	2	11	9	0.818182	0.866667	9.932513	10	1.000000	5.95614298257164	D	1
monkey	mammal	scimmia	32	1	a_relative_of_humans	cc	11215	9.32500744695431	7	2	8	5	0.625000	0.589583	8.514760	5	0.833333	2.60424410607694	D	1
monkey	mammal	scimmia	30	2	an_animal	ch	11215	9.32500744695431	7	2	8	5	0.625000	0.589583	8.514760	5	0.833333	2.60424410607694	D	0.1
monkey	mammal	scimmia	15	3	has_a_fur	ece	11215	9.32500744695431	7	2	8	5	0.625000	0.589583	8.514760	5	0.833333	2.60424410607694	ND	0.25
monkey	mammal	scimmia	12	4	a_mammal	ch	11215	9.32500744695431	7	2	8	5	0.625000	0.589583	8.514760	5	0.833333	2.60424410607694	ND	0.2
monkey	mammal	scimmia	9	5	is_intelligent	iep	11215	9.32500744695431	7	2	8	5	0.625000	0.589583	8.514760	5	0.833333	2.60424410607694	D	1
monkey	mammal	scimmia	9	5	lives_in_tropical_forests	sl	11215	9.32500744695431	7	2	8	5	0.625000	0.589583	8.514760	5	0.833333	2.60424410607694	D	1
monkey	mammal	scimmia	7	6	beh_-_eats_bananas	eb	11215	9.32500744695431	7	2	8	5	0.625000	0.589583	8.514760	5	0.833333	2.60424410607694	D	1
monkey	mammal	scimmia	6	7	has_4_legs	ece	11215	9.32500744695431	7	2	8	5	0.625000	0.589583	8.514760	5	0.833333	2.60424410607694	ND	0.166667
onion	vegetable	cipolla	28	1	a_vegetable	ch	19888	9.89787181375049	7	3	8	4	0.500000	0.504167	9.608143	3	0.300000	0.953794844651085	ND	0.2
onion	vegetable	cipolla	23	2	causes_crying/tears	ic	19888	9.89787181375049	7	3	8	4	0.500000	0.504167	9.608143	3	0.300000	0.953794844651085	D	1
onion	vegetable	cipolla	18	3	eaten_as_seasoning	se	19888	9.89787181375049	7	3	8	4	0.500000	0.504167	9.608143	3	0.300000	0.953794844651085	D	1
onion	vegetable	cipolla	12	4	has_layers	eci	19888	9.89787181375049	7	3	8	4	0.500000	0.504167	9.608143	3	0.300000	0.953794844651085	D	1
onion	vegetable	cipolla	11	5	is_edible	sa	19888	9.89787181375049	7	3	8	4	0.500000	0.504167	9.608143	3	0.300000	0.953794844651085	D	0.0833333
onion	vegetable	cipolla	10	6	is_white	ese	19888	9.89787181375049	7	3	8	4	0.500000	0.504167	9.608143	3	0.300000	0.953794844651085	ND	0.25
onion	vegetable	cipolla	6	7	is_round	ese	19888	9.89787181375049	7	3	8	4	0.500000	0.504167	9.608143	3	0.300000	0.953794844651085	ND	0.166667
onion	vegetable	cipolla	5	8	is_red	ese	19888	9.89787181375049	7	3	8	4	0.500000	0.504167	9.608143	3	0.300000	0.953794844651085	ND	0.333333
orange	fruit	arancia	30	1	a_fruit	ch	11538	9.35340121481683	7	3	12	9	0.750000	0.725000	9.589885	18	0.857143	6.01426030863259	ND	0.2
orange	fruit	arancia	28	2	is_orange	ese	11538	9.35340121481683	7	3	12	9	0.750000	0.725000	9.589885	18	0.857143	6.01426030863259	D	1
orange	fruit	arancia	14	3	has_vitamin_C	eci	11538	9.35340121481683	7	3	12	9	0.750000	0.725000	9.589885	18	0.857143	6.01426030863259	D	1
orange	fruit	arancia	13	4	is_edible	sa	11538	9.35340121481683	7	3	12	9	0.750000	0.725000	9.589885	18	0.857143	6.01426030863259	D	0.0833333
orange	fruit	arancia	13	4	is_round	ese	11538	9.35340121481683	7	3	12	9	0.750000	0.725000	9.589885	18	0.857143	6.01426030863259	ND	0.166667
orange	fruit	arancia	12	5	has_sections	eci	11538	9.35340121481683	7	3	12	9	0.750000	0.725000	9.589885	18	0.857143	6.01426030863259	D	1
orange	fruit	arancia	9	6	has_a_skin	ece	11538	9.35340121481683	7	3	12	9	0.750000	0.725000	9.589885	18	0.857143	6.01426030863259	D	1
orange	fruit	arancia	7	7	tastes_sour	esi	11538	9.35340121481683	7	3	12	9	0.750000	0.725000	9.589885	18	0.857143	6.01426030863259	D	1
orange	fruit	arancia	7	7	used_for_juice	se	11538	9.35340121481683	7	3	12	9	0.750000	0.725000	9.589885	18	0.857143	6.01426030863259	D	1
orange	fruit	arancia	6	8	a_citrus	ch	11538	9.35340121481683	7	3	12	9	0.750000	0.725000	9.589885	18	0.857143	6.01426030863259	D	1
orange	fruit	arancia	6	8	grows_on_trees	sl	11538	9.35340121481683	7	3	12	9	0.750000	0.725000	9.589885	18	0.857143	6.01426030863259	ND	0.25
orange	fruit	arancia	5	9	grows_on_orange_trees	sl	11538	9.35340121481683	7	3	12	9	0.750000	0.725000	9.589885	18	0.857143	6.01426030863259	D	1
owl	bird	gufo	32	1	beh_-_is_nocturnal	eb	3116	8.04430540699064	4	2	9	5	0.555556	0.564197	9.858272	4	0.400000	0.978886991108779	D	1
owl	bird	gufo	25	2	a_bird	ch	3116	8.04430540699064	4	2	9	5	0.555556	0.564197	9.858272	4	0.400000	0.978886991108779	ND	0.2
owl	bird	gufo	16	3	an_animal	ch	3116	8.04430540699064	4	2	9	5	0.555556	0.564197	9.858272	4	0.400000	0.978886991108779	D	0.1
owl	bird	gufo	8	4	beh_-_eats_mice	eb	3116	8.04430540699064	4	2	9	5	0.555556	0.564197	9.858272	4	0.400000	0.978886991108779	D	1
owl	bird	gufo	6	5	has_feathers	ece	3116	8.04430540699064	4	2	9	5	0.555556	0.564197	9.858272	4	0.400000	0.978886991108779	ND	0.333333
owl	bird	gufo	6	5	has_large_eyes	ece	3116	8.04430540699064	4	2	9	5	0.555556	0.564197	9.858272	4	0.400000	0.978886991108779	D	1
owl	bird	gufo	6	5	is_large	ese	3116	8.04430540699064	4	2	9	5	0.555556	0.564197	9.858272	4	0.400000	0.978886991108779	ND	0.111111
owl	bird	gufo	5	6	a_bird_of_prey	ch	3116	8.04430540699064	4	2	9	5	0.555556	0.564197	9.858272	4	0.400000	0.978886991108779	D	1
owl	bird	gufo	5	6	lives_in_forests	sl	3116	8.04430540699064	4	2	9	5	0.555556	0.564197	9.858272	4	0.400000	0.978886991108779	ND	0.333333
paintbrush	implement	pennello	30	1	used_for_painting	sf	7098	8.86756833320644	8	3	10	6	0.600000	0.639286	12.430169	12	0.800000	2.97910426099684	D	1
paintbrush	implement	pennello	23	2	has_bristles	ece	7098	8.86756833320644	8	3	10	6	0.600000	0.639286	12.430169	12	0.800000	2.97910426099684	D	0.5
paintbrush	implement	pennello	14	3	has_a_handle	ece	7098	8.86756833320644	8	3	10	6	0.600000	0.639286	12.430169	12	0.800000	2.97910426099684	ND	0.25
paintbrush	implement	pennello	11	4	a_tool	ch	7098	8.86756833320644	8	3	10	6	0.600000	0.639286	12.430169	12	0.800000	2.97910426099684	ND	0.25
paintbrush	implement	pennello	10	5	used_by_dipping_into_colour	sa	7098	8.86756833320644	8	3	10	6	0.600000	0.639286	12.430169	12	0.800000	2.97910426099684	D	1
paintbrush	implement	pennello	9	6	used_for_colouring	sf	7098	8.86756833320644	8	3	10	6	0.600000	0.639286	12.430169	12	0.800000	2.97910426099684	D	1
paintbrush	implement	pennello	5	7	an_object	ch	7098	8.86756833320644	8	3	10	6	0.600000	0.639286	12.430169	12	0.800000	2.97910426099684	ND	0.142857
paintbrush	implement	pennello	5	7	has_a_wooden_handle	ece	7098	8.86756833320644	8	3	10	6	0.600000	0.639286	12.430169	12	0.800000	2.97910426099684	D	1
paintbrush	implement	pennello	5	7	is_long	ese	7098	8.86756833320644	8	3	10	6	0.600000	0.639286	12.430169	12	0.800000	2.97910426099684	ND	0.25
paintbrush	implement	pennello	5	7	is_thin	ese	7098	8.86756833320644	8	3	10	6	0.600000	0.639286	12.430169	12	0.800000	2.97910426099684	D	1
pear	fruit	pera	30	1	a_fruit	ch	17608	9.7761086232063	4	2	9	3	0.333333	0.401852	8.170706	16	0.571429	4.17282428927958	ND	0.2
pear	fruit	pera	13	2	is_edible	sa	17608	9.7761086232063	4	2	9	3	0.333333	0.401852	8.170706	16	0.571429	4.17282428927958	D	0.0833333
pear	fruit	pera	13	2	is_green	ese	17608	9.7761086232063	4	2	9	3	0.333333	0.401852	8.170706	16	0.571429	4.17282428927958	ND	0.25
pear	fruit	pera	13	2	is_yellow	ese	17608	9.7761086232063	4	2	9	3	0.333333	0.401852	8.170706	16	0.571429	4.17282428927958	ND	0.25
pear	fruit	pera	13	2	tastes_sweet	esi	17608	9.7761086232063	4	2	9	3	0.333333	0.401852	8.170706	16	0.571429	4.17282428927958	ND	0.333333
pear	fruit	pera	7	3	grows_on_trees	sl	17608	9.7761086232063	4	2	9	3	0.333333	0.401852	8.170706	16	0.571429	4.17282428927958	ND	0.25
pear	fruit	pera	6	4	is_juicy	esi	17608	9.7761086232063	4	2	9	3	0.333333	0.401852	8.170706	16	0.571429	4.17282428927958	D	1
pear	fruit	pera	6	4	is_long	ese	17608	9.7761086232063	4	2	9	3	0.333333	0.401852	8.170706	16	0.571429	4.17282428927958	ND	0.25
pear	fruit	pera	5	5	grows_on_pear_trees	sl	17608	9.7761086232063	4	2	9	3	0.333333	0.401852	8.170706	16	0.571429	4.17282428927958	D	1
peas	vegetable	piselli	42	1	is_green	ese	5043	8.52575642207673	7	3	8	3	0.375000	0.400000	14.603741	12	0.800000	3.74686204669338	ND	0.25
peas	vegetable	piselli	26	2	is_edible	sa	5043	8.52575642207673	7	3	8	3	0.375000	0.400000	14.603741	12	0.800000	3.74686204669338	D	0.0833333
peas	vegetable	piselli	22	3	is_round	ese	5043	8.52575642207673	7	3	8	3	0.375000	0.400000	14.603741	12	0.800000	3.74686204669338	ND	0.166667
peas	vegetable	piselli	22	3	is_small	ese	5043	8.52575642207673	7	3	8	3	0.375000	0.400000	14.603741	12	0.800000	3.74686204669338	ND	0.166667
peas	vegetable	piselli	13	4	a_legume	ch	5043	8.52575642207673	7	3	8	3	0.375000	0.400000	14.603741	12	0.800000	3.74686204669338	D	1
peas	vegetable	piselli	10	5	a_vegetable	ch	5043	8.52575642207673	7	3	8	3	0.375000	0.400000	14.603741	12	0.800000	3.74686204669338	ND	0.2
peas	vegetable	piselli	10	5	grows_in_pods	sor	5043	8.52575642207673	7	3	8	3	0.375000	0.400000	14.603741	12	0.800000	3.74686204669338	D	1
peas	vegetable	piselli	8	6	eaten_by_cooking	sa	5043	8.52575642207673	7	3	8	3	0.375000	0.400000	14.603741	12	0.800000	3.74686204669338	ND	0.333333
pineapple	fruit	ananas	31	1	a_fruit	ch	2777	7.9291264873068	6	3	8	6	0.750000	0.639583	11.474866	6	1.000000	1.25392724370267	ND	0.2
pineapple	fruit	ananas	18	2	grows_in_warm_climates	sl	2777	7.9291264873068	6	3	8	6	0.750000	0.639583	11.474866	6	1.000000	1.25392724370267	D	1
pineapple	fruit	ananas	18	2	is_yellow_inside	esi	2777	7.9291264873068	6	3	8	6	0.750000	0.639583	11.474866	6	1.000000	1.25392724370267	D	0.5
pineapple	fruit	ananas	13	3	is_edible	sa	2777	7.9291264873068	6	3	8	6	0.750000	0.639583	11.474866	6	1.000000	1.25392724370267	D	0.0833333
pineapple	fruit	ananas	9	4	is_exotic	iep	2777	7.9291264873068	6	3	8	6	0.750000	0.639583	11.474866	6	1.000000	1.25392724370267	D	1
pineapple	fruit	ananas	9	4	tastes_sweet	esi	2777	7.9291264873068	6	3	8	6	0.750000	0.639583	11.474866	6	1.000000	1.25392724370267	ND	0.333333
pineapple	fruit	ananas	7	5	has_a_hard_skin	ece	2777	7.9291264873068	6	3	8	6	0.750000	0.639583	11.474866	6	1.000000	1.25392724370267	D	1
pineapple	fruit	ananas	7	5	has_a_prickly_skin	ece	2777	7.9291264873068	6	3	8	6	0.750000	0.639583	11.474866	6	1.000000	1.25392724370267	D	1
potato	vegetable	patata	24	1	is_edible	sa	21026	9.95351504613578	6	3	12	9	0.750000	0.613889	9.944647	6	0.400000	1.79364332524639	D	0.0833333
potato	vegetable	patata	20	2	a_tuber	ch	21026	9.95351504613578	6	3	12	9	0.750000	0.613889	9.944647	6	0.400000	1.79364332524639	D	1
potato	vegetable	patata	12	3	a_vegetable	ch	21026	9.95351504613578	6	3	12	9	0.750000	0.613889	9.944647	6	0.400000	1.79364332524639	ND	0.2
potato	vegetable	patata	12	3	grows_underground	sl	21026	9.95351504613578	6	3	12	9	0.750000	0.613889	9.944647	6	0.400000	1.79364332524639	D	1
potato	vegetable	patata	12	3	is_yellow	ese	21026	9.95351504613578	6	3	12	9	0.750000	0.613889	9.944647	6	0.400000	1.79364332524639	ND	0.25
potato	vegetable	patata	8	4	comes_from_America	sor	21026	9.95351504613578	6	3	12	9	0.750000	0.613889	9.944647	6	0.400000	1.79364332524639	D	0.5
potato	vegetable	patata	8	4	eaten_by_cooking	sa	21026	9.95351504613578	6	3	12	9	0.750000	0.613889	9.944647	6	0.400000	1.79364332524639	ND	0.333333
potato	vegetable	patata	8	4	eaten_by_frying	sa	21026	9.95351504613578	6	3	12	9	0.750000	0.613889	9.944647	6	0.400000	1.79364332524639	D	1
potato	vegetable	patata	6	5	eaten_by_boiling	sa	21026	9.95351504613578	6	3	12	9	0.750000	0.613889	9.944647	6	0.400000	1.79364332524639	D	1
potato	vegetable	patata	6	5	is_brown	ese	21026	9.95351504613578	6	3	12	9	0.750000	0.613889	9.944647	6	0.400000	1.79364332524639	D	0.5
potato	vegetable	patata	5	6	eaten_by_oven_baking	sa	21026	9.95351504613578	6	3	12	9	0.750000	0.613889	9.944647	6	0.400000	1.79364332524639	D	1
potato	vegetable	patata	5	6	is_yellow_inside	esi	21026	9.95351504613578	6	3	12	9	0.750000	0.613889	9.944647	6	0.400000	1.79364332524639	D	0.5
rabbit	mammal	coniglio	31	1	an_animal	ch	11987	9.3915780082071	8	3	11	7	0.636364	0.449351	11.071597	7	0.333333	3.09516237788338	D	0.1
rabbit	mammal	coniglio	19	2	has_long_ears	ece	11987	9.3915780082071	8	3	11	7	0.636364	0.449351	11.071597	7	0.333333	3.09516237788338	D	1
rabbit	mammal	coniglio	11	3	is_edible	sa	11987	9.3915780082071	8	3	11	7	0.636364	0.449351	11.071597	7	0.333333	3.09516237788338	D	0.0833333
rabbit	mammal	coniglio	10	4	is_small	ese	11987	9.3915780082071	8	3	11	7	0.636364	0.449351	11.071597	7	0.333333	3.09516237788338	ND	0.166667
rabbit	mammal	coniglio	9	5	has_a_fur	ece	11987	9.3915780082071	8	3	11	7	0.636364	0.449351	11.071597	7	0.333333	3.09516237788338	ND	0.25
rabbit	mammal	coniglio	8	6	a_mammal	ch	11987	9.3915780082071	8	3	11	7	0.636364	0.449351	11.071597	7	0.333333	3.09516237788338	ND	0.2
rabbit	mammal	coniglio	8	6	beh_-_hops	eb	11987	9.3915780082071	8	3	11	7	0.636364	0.449351	11.071597	7	0.333333	3.09516237788338	D	1
rabbit	mammal	coniglio	7	7	beh_-_eats_grass	eb	11987	9.3915780082071	8	3	11	7	0.636364	0.449351	11.071597	7	0.333333	3.09516237788338	D	0.5
rabbit	mammal	coniglio	6	8	different_colours	ese	11987	9.3915780082071	8	3	11	7	0.636364	0.449351	11.071597	7	0.333333	3.09516237788338	ND	0.142857
rabbit	mammal	coniglio	5	9	associated_with_Easter	eae	11987	9.3915780082071	8	3	11	7	0.636364	0.449351	11.071597	7	0.333333	3.09516237788338	D	1
rabbit	mammal	coniglio	5	9	is_domestic	sr	11987	9.3915780082071	8	3	11	7	0.636364	0.449351	11.071597	7	0.333333	3.09516237788338	D	0.5
seagull	bird	gabbiano	28	1	a_bird	ch	8238	9.01651287499603	8	3	8	5	0.625000	0.547917	9.682802	9	0.600000	3.02255069374355	ND	0.2
seagull	bird	gabbiano	28	1	lives_by_the_ocean	sl	8238	9.01651287499603	8	3	8	5	0.625000	0.547917	9.682802	9	0.600000	3.02255069374355	D	1
seagull	bird	gabbiano	22	2	is_white	ese	8238	9.01651287499603	8	3	8	5	0.625000	0.547917	9.682802	9	0.600000	3.02255069374355	ND	0.25
seagull	bird	gabbiano	10	3	beh_-_eats_fish	eb	8238	9.01651287499603	8	3	8	5	0.625000	0.547917	9.682802	9	0.600000	3.02255069374355	D	1
seagull	bird	gabbiano	7	4	an_animal	ch	8238	9.01651287499603	8	3	8	5	0.625000	0.547917	9.682802	9	0.600000	3.02255069374355	D	0.1
seagull	bird	gabbiano	6	5	beh_-_flies	eb	8238	9.01651287499603	8	3	8	5	0.625000	0.547917	9.682802	9	0.600000	3.02255069374355	D	0.333333
seagull	bird	gabbiano	6	5	has_wings	ece	8238	9.01651287499603	8	3	8	5	0.625000	0.547917	9.682802	9	0.600000	3.02255069374355	D	0.5
