Condition	time point	p-value	t-value
medium	0.180859375	0.026666666666666727	1.9398891657341626
medium	0.649609375	0.013333333333333308	2.227371488366429
medium	0.659375	0.01666666666666672	2.1379265281322697
medium	0.71796875	0.033333333333333326	1.840629407786611
medium	0.727734375	0.01666666666666672	2.1379265281322697
medium	0.883984375	0.013333333333333308	2.227371488366429
medium	0.9328125	0.00666666666666671	2.4895647421707716
medium	0.95234375	0.046666666666666745	1.6834417068750733
medium	0.962109375	0.020000000000000018	2.0627472420429416
medium	0.971875	0.020000000000000018	2.0627472420429416
medium	0.981640625	0.040000000000000036	1.756656458005156
