Condition	time point	p-value	t-value
low	-0.190234375	0.0	inf
low	-0.18046875	0.0033333333333332993	2.7321419372217384
low	0.1515625	0.040000000000000036	1.756656458005156
low	0.161328125	0.023333333333333317	1.997592229195553
low	0.180859375	0.046666666666666745	1.6834417068750733
low	0.190625	0.0033333333333332993	2.7321419372217384
low	0.200390625	0.0033333333333332993	2.7321419372217384
low	1.0109375	0.046666666666666745	1.6834417068750733
low	1.098828125	0.043333333333333335	1.718905160438891
