Condition	time point	p-value	t-value
wrong	-0.05351562500000001	0.036666666666666736	1.797071423179137
wrong	-0.03398437500000001	0.023333333333333317	1.997592229195553
wrong	-0.014453125000000011	0.040000000000000036	1.756656458005156
wrong	0.141796875	0.013333333333333308	2.227371488366429
wrong	0.1515625	0.010000000000000009	2.33888392484682
wrong	0.200390625	0.036666666666666736	1.797071423179137
wrong	0.258984375	0.046666666666666745	1.6834417068750733
wrong	0.337109375	0.033333333333333326	1.840629407786611
wrong	0.79609375	0.026666666666666727	1.9398891657341626
wrong	1.020703125	0.010000000000000009	2.33888392484682
