Condition	time point	p-value	t-value
wrong	-0.1609375	0.0033333333333332993	2.7321419372217384
wrong	-0.131640625	0.040000000000000036	1.756656458005156
wrong	0.12226562499999999	0.026666666666666727	1.9398891657341626
wrong	0.24921875	0.01666666666666672	2.1379265281322697
wrong	0.26875	0.043333333333333335	1.718905160438891
wrong	0.395703125	0.036666666666666736	1.797071423179137
wrong	0.40546875	0.0	inf
wrong	0.52265625	0.011666666666666714	2.279639744531812
wrong	0.630078125	0.0033333333333332993	2.7321419372217384
wrong	0.708203125	0.0033333333333332993	2.7321419372217384
wrong	0.71796875	0.00666666666666671	2.4895647421707716
wrong	0.727734375	0.026666666666666727	1.9398891657341626
wrong	0.89375	0.0033333333333332993	2.7321419372217384
wrong	0.91328125	0.010000000000000009	2.33888392484682
wrong	0.923046875	0.043333333333333335	1.718905160438891
wrong	0.9328125	0.013333333333333308	2.227371488366429
wrong	0.99140625	0.043333333333333335	1.718905160438891
wrong	1.040234375	0.01666666666666672	2.1379265281322697
wrong	1.05	0.00666666666666671	2.4895647421707716
wrong	1.059765625	0.013333333333333308	2.227371488366429
wrong	1.06953125	0.0033333333333332993	2.7321419372217384
