Condition	time point	p-value	t-value
wrong	-0.07304687500000001	0.030000000000000027	1.8879558102266485
wrong	-0.03398437500000001	0.03500000000000003	1.8184225061673422
wrong	0.17109375	0.04166666666666674	1.737473383800102
wrong	0.180859375	0.03500000000000003	1.8184225061673422
wrong	0.190625	0.021666666666666723	2.0291045604491393
wrong	0.200390625	0.03166666666666673	1.863775163979199
wrong	0.28828125	0.02833333333333332	1.913283280094902
wrong	0.298046875	0.043333333333333335	1.718905160438891
wrong	0.317578125	0.04166666666666674	1.737473383800102
wrong	0.58125	0.03500000000000003	1.8184225061673422
wrong	0.630078125	0.021666666666666723	2.0291045604491393
wrong	0.63984375	0.02833333333333332	1.913283280094902
