Condition	time point	p-value	t-value
wrong	-0.08281250000000001	0.00666666666666671	2.4895647421707716
wrong	-0.05839843750000001	0.023333333333333317	1.997592229195553
wrong	-0.05351562500000001	0.040000000000000036	1.756656458005156
wrong	0.02949218749999999	0.043333333333333335	1.718905160438891
wrong	0.03437499999999999	0.010000000000000009	2.33888392484682
wrong	0.03925781249999999	0.0033333333333332993	2.7321419372217384
wrong	0.04414062499999999	0.0	inf
wrong	0.04902343749999999	0.026666666666666727	1.9398891657341626
wrong	0.6154296875	0.01666666666666672	2.1379265281322697
wrong	0.6203125	0.00666666666666671	2.4895647421707716
wrong	0.6251953125	0.00666666666666671	2.4895647421707716
wrong	0.630078125	0.00666666666666671	2.4895647421707716
wrong	0.6349609375	0.023333333333333317	1.997592229195553
wrong	0.63984375	0.00666666666666671	2.4895647421707716
wrong	0.6447265625	0.01666666666666672	2.1379265281322697
wrong	0.649609375	0.030000000000000027	1.8879558102266485
wrong	0.6544921875	0.043333333333333335	1.718905160438891
wrong	0.659375	0.043333333333333335	1.718905160438891
wrong	0.6642578125	0.01666666666666672	2.1379265281322697
wrong	0.669140625	0.043333333333333335	1.718905160438891
wrong	0.7033203125	0.043333333333333335	1.718905160438891
wrong	0.708203125	0.036666666666666736	1.797071423179137
wrong	0.7228515625	0.040000000000000036	1.756656458005156
wrong	0.727734375	0.00666666666666671	2.4895647421707716
wrong	0.7326171875	0.0	inf
wrong	0.7375	0.0	inf
wrong	0.7423828125	0.0033333333333332993	2.7321419372217384
wrong	0.747265625	0.010000000000000009	2.33888392484682
wrong	0.7521484375	0.046666666666666745	1.6834417068750733
wrong	0.75703125	0.043333333333333335	1.718905160438891
wrong	0.7619140625	0.036666666666666736	1.797071423179137
wrong	0.766796875	0.020000000000000018	2.0627472420429416
wrong	0.7716796875	0.013333333333333308	2.227371488366429
wrong	0.7765625	0.030000000000000027	1.8879558102266485
wrong	0.8107421875	0.013333333333333308	2.227371488366429
wrong	0.815625	0.013333333333333308	2.227371488366429
wrong	0.8205078125	0.046666666666666745	1.6834417068750733
wrong	0.825390625	0.043333333333333335	1.718905160438891
wrong	0.8302734375	0.033333333333333326	1.840629407786611
wrong	0.83515625	0.026666666666666727	1.9398891657341626
wrong	0.8400390625	0.036666666666666736	1.797071423179137
wrong	0.844921875	0.020000000000000018	2.0627472420429416
wrong	0.8498046875	0.0033333333333332993	2.7321419372217384
wrong	0.8546875	0.0	inf
wrong	0.903515625	0.033333333333333326	1.840629407786611
wrong	0.9083984375	0.023333333333333317	1.997592229195553
wrong	1.0255859375	0.026666666666666727	1.9398891657341626
wrong	1.03046875	0.00666666666666671	2.4895647421707716
wrong	1.0353515625	0.013333333333333308	2.227371488366429
wrong	1.040234375	0.0	inf
wrong	1.0451171875	0.0	inf
wrong	1.05	0.0	inf
wrong	1.0548828125	0.020000000000000018	2.0627472420429416
