Condition	time point	p-value	t-value
medium	-0.03398437500000001	0.026666666666666727	1.9398891657341626
medium	0.05390624999999999	0.043333333333333335	1.718905160438891
medium	0.12226562499999999	0.033333333333333326	1.840629407786611
medium	0.1515625	0.013333333333333308	2.227371488366429
medium	0.180859375	0.036666666666666736	1.797071423179137
medium	0.190625	0.00666666666666671	2.4895647421707716
medium	0.32734375	0.043333333333333335	1.718905160438891
medium	0.346875	0.040000000000000036	1.756656458005156
medium	0.356640625	0.046666666666666745	1.6834417068750733
medium	0.36640625	0.036666666666666736	1.797071423179137
