Condition	time point	p-value	t-value
wrong	0.141796875	0.036666666666666736	1.797071423179137
wrong	0.1466796875	0.030000000000000027	1.8879558102266485
wrong	0.161328125	0.043333333333333335	1.718905160438891
wrong	0.4396484375	0.043333333333333335	1.718905160438891
wrong	0.44453125	0.026666666666666727	1.9398891657341626
wrong	0.48359375	0.023333333333333317	1.997592229195553
wrong	0.4884765625	0.023333333333333317	1.997592229195553
wrong	0.5373046875	0.023333333333333317	1.997592229195553
wrong	0.5421875	0.023333333333333317	1.997592229195553
wrong	0.5470703125	0.020000000000000018	2.0627472420429416
wrong	0.551953125	0.0033333333333332993	2.7321419372217384
wrong	0.5568359375	0.043333333333333335	1.718905160438891
wrong	0.5861328125	0.023333333333333317	1.997592229195553
wrong	0.669140625	0.023333333333333317	1.997592229195553
wrong	0.688671875	0.036666666666666736	1.797071423179137
wrong	0.6935546875	0.026666666666666727	1.9398891657341626
wrong	0.9572265625	0.043333333333333335	1.718905160438891
