Condition	time point	p-value	t-value
medium	-0.2	0.0	inf
medium	-0.131640625	0.020000000000000018	2.0627472420429416
medium	-0.12187500000000001	0.0	inf
medium	-0.11210937500000001	0.0033333333333332993	2.7321419372217384
medium	-0.10234375000000001	0.020000000000000018	2.0627472420429416
medium	0.1515625	0.01666666666666672	2.1379265281322697
medium	0.161328125	0.0033333333333332993	2.7321419372217384
medium	0.551953125	0.026666666666666727	1.9398891657341626
medium	0.60078125	0.036666666666666736	1.797071423179137
medium	0.610546875	0.036666666666666736	1.797071423179137
medium	0.6203125	0.020000000000000018	2.0627472420429416
medium	0.630078125	0.040000000000000036	1.756656458005156
medium	0.63984375	0.030000000000000027	1.8879558102266485
medium	0.747265625	0.040000000000000036	1.756656458005156
medium	0.75703125	0.046666666666666745	1.6834417068750733
