Condition	time point	p-value	t-value
medium	-0.18046875	0.00666666666666671	2.4895647421707716
medium	-0.170703125	0.00666666666666671	2.4895647421707716
medium	-0.05351562500000001	0.043333333333333335	1.718905160438891
medium	-0.04375000000000001	0.0033333333333332993	2.7321419372217384
medium	0.04414062499999999	0.010000000000000009	2.33888392484682
medium	0.05390624999999999	0.020000000000000018	2.0627472420429416
medium	0.06367187499999999	0.023333333333333317	1.997592229195553
medium	0.1515625	0.01666666666666672	2.1379265281322697
medium	0.161328125	0.013333333333333308	2.227371488366429
medium	0.28828125	0.033333333333333326	1.840629407786611
