Condition	time point	p-value	t-value
low	-0.02421875000000001	0.023333333333333317	1.997592229195553
low	-0.014453125000000011	0.043333333333333335	1.718905160438891
low	0.2296875	0.0	inf
low	0.28828125	0.010000000000000009	2.33888392484682
low	0.317578125	0.013333333333333308	2.227371488366429
low	0.60078125	0.010000000000000009	2.33888392484682
low	0.942578125	0.020000000000000018	2.0627472420429416
low	1.05	0.026666666666666727	1.9398891657341626
low	1.059765625	0.026666666666666727	1.9398891657341626
low	1.079296875	0.025000000000000022	1.9679296690653618
low	1.0890625	0.0033333333333332993	2.7321419372217384
