Condition	time point	p-value	t-value
wrong	-0.09257812500000001	0.026666666666666727	1.9398891657341626
wrong	-0.08281250000000001	0.033333333333333326	1.840629407786611
wrong	0.40546875	0.020000000000000018	2.0627472420429416
wrong	0.415234375	0.020000000000000018	2.0627472420429416
wrong	0.5421875	0.0050000000000000044	2.5923718841159307
wrong	0.551953125	0.00666666666666671	2.4895647421707716
wrong	0.56171875	0.033333333333333326	1.840629407786611
wrong	0.659375	0.026666666666666727	1.9398891657341626
wrong	0.727734375	0.030000000000000027	1.8879558102266485
wrong	0.75703125	0.033333333333333326	1.840629407786611
