Condition	time point	p-value	t-value
high	-0.09257812500000001	0.036666666666666736	1.797071423179137
high	-0.004687500000000011	0.0	inf
high	0.014843749999999989	0.020000000000000018	2.0627472420429416
high	0.03437499999999999	0.023333333333333317	1.997592229195553
high	0.07343749999999999	0.01666666666666672	2.1379265281322697
high	0.08320312499999999	0.0	inf
high	0.09296874999999999	0.026666666666666727	1.9398891657341626
high	0.161328125	0.0033333333333332993	2.7321419372217384
high	1.03046875	0.036666666666666736	1.797071423179137
