Condition	time point	p-value	t-value
medium	0.337109375	0.026666666666666727	1.9398891657341626
medium	0.346875	0.010000000000000009	2.33888392484682
medium	0.356640625	0.023333333333333317	1.997592229195553
medium	0.36640625	0.00666666666666671	2.4895647421707716
medium	0.376171875	0.023333333333333317	1.997592229195553
medium	0.3859375	0.046666666666666745	1.6834417068750733
medium	0.395703125	0.026666666666666727	1.9398891657341626
medium	0.40546875	0.033333333333333326	1.840629407786611
medium	0.4640625	0.036666666666666736	1.797071423179137
medium	0.473828125	0.026666666666666727	1.9398891657341626
medium	0.48359375	0.026666666666666727	1.9398891657341626
medium	0.493359375	0.043333333333333335	1.718905160438891
medium	0.551953125	0.020000000000000018	2.0627472420429416
medium	0.6203125	0.023333333333333317	1.997592229195553
medium	0.63984375	0.010000000000000009	2.33888392484682
medium	0.649609375	0.013333333333333308	2.227371488366429
medium	0.659375	0.00666666666666671	2.4895647421707716
medium	0.669140625	0.033333333333333326	1.840629407786611
medium	0.67890625	0.023333333333333317	1.997592229195553
medium	0.688671875	0.010000000000000009	2.33888392484682
medium	0.6984375	0.033333333333333326	1.840629407786611
medium	0.708203125	0.043333333333333335	1.718905160438891
medium	0.71796875	0.01666666666666672	2.1379265281322697
medium	0.727734375	0.026666666666666727	1.9398891657341626
medium	0.7375	0.020000000000000018	2.0627472420429416
medium	0.903515625	0.033333333333333326	1.840629407786611
medium	0.91328125	0.020000000000000018	2.0627472420429416
medium	0.923046875	0.0	inf
medium	0.9328125	0.0033333333333332993	2.7321419372217384
medium	0.942578125	0.026666666666666727	1.9398891657341626
medium	1.020703125	0.033333333333333326	1.840629407786611
medium	1.059765625	0.036666666666666736	1.797071423179137
