Condition	time point	p-value	t-value
medium	-0.014453125000000011	0.023333333333333317	1.997592229195553
medium	0.02949218749999999	0.046666666666666745	1.6834417068750733
medium	0.08320312499999999	0.023333333333333317	1.997592229195553
medium	0.08808593749999999	0.036666666666666736	1.797071423179137
medium	0.434765625	0.043333333333333335	1.718905160438891
medium	0.4396484375	0.023333333333333317	1.997592229195553
medium	0.44453125	0.033333333333333326	1.840629407786611
medium	0.4787109375	0.023333333333333317	1.997592229195553
medium	0.48359375	0.033333333333333326	1.840629407786611
medium	0.503125	0.033333333333333326	1.840629407786611
medium	0.5080078125	0.030000000000000027	1.8879558102266485
medium	0.512890625	0.026666666666666727	1.9398891657341626
medium	0.5177734375	0.0033333333333332993	2.7321419372217384
medium	0.52265625	0.0033333333333332993	2.7321419372217384
medium	0.5275390625	0.0	inf
medium	0.532421875	0.00666666666666671	2.4895647421707716
medium	0.5373046875	0.033333333333333326	1.840629407786611
medium	0.5470703125	0.020000000000000018	2.0627472420429416
medium	0.551953125	0.020000000000000018	2.0627472420429416
medium	0.8498046875	0.01666666666666672	2.1379265281322697
medium	0.8546875	0.0	inf
medium	0.8595703125	0.013333333333333308	2.227371488366429
medium	0.864453125	0.040000000000000036	1.756656458005156
