Condition	time point	p-value	t-value
correct	0.503125	0.005319148936170248	2.570527506895562
correct	0.512890625	0.037234042553191515	1.7899850838976925
correct	0.688671875	0.021276595744680882	2.036775783072946
correct	0.6984375	0.005319148936170248	2.570527506895562
correct	0.708203125	0.0	inf
correct	0.71796875	0.0	inf
correct	0.727734375	0.015957446808510745	2.15557193128891
correct	0.8546875	0.0478723404255319	1.6711177917647917
correct	0.903515625	0.02659574468085113	1.941051945852268
correct	0.981640625	0.021276595744680882	2.036775783072946
