Condition	time point	p-value	t-value
correct	-0.12187500000000001	0.04255319148936165	1.7275230431230608
correct	-0.06328125000000001	0.0478723404255319	1.6711177917647917
correct	0.24921875	0.02659574468085113	1.941051945852268
correct	0.56171875	0.037234042553191515	1.7899850838976925
correct	0.571484375	0.010638297872340385	2.3152405920443933
correct	0.60078125	0.021276595744680882	2.036775783072946
correct	0.630078125	0.0	inf
correct	0.63984375	0.005319148936170248	2.570527506895562
correct	0.649609375	0.037234042553191515	1.7899850838976925
correct	0.659375	0.0	inf
correct	0.669140625	0.04255319148936165	1.7275230431230608
correct	0.67890625	0.0478723404255319	1.6711177917647917
correct	0.766796875	0.03191489361702127	1.8602648292292323
correct	0.7765625	0.04255319148936165	1.7275230431230608
correct	0.805859375	0.03191489361702127	1.8602648292292323
correct	0.903515625	0.0478723404255319	1.6711177917647917
correct	1.020703125	0.021276595744680882	2.036775783072946
correct	1.03046875	0.04255319148936165	1.7275230431230608
correct	1.079296875	0.021276595744680882	2.036775783072946
