Condition	time point	p-value	t-value
wrong	-0.10234375000000001	0.015957446808510745	2.15557193128891
wrong	0.06367187499999999	0.021276595744680882	2.036775783072946
wrong	0.200390625	0.037234042553191515	1.7899850838976925
wrong	0.21015625	0.010638297872340385	2.3152405920443933
wrong	0.278515625	0.03191489361702127	1.8602648292292323
wrong	0.28828125	0.03191489361702127	1.8602648292292323
wrong	0.376171875	0.015957446808510745	2.15557193128891
wrong	0.3859375	0.0	inf
wrong	0.493359375	0.03191489361702127	1.8602648292292323
wrong	0.503125	0.010638297872340385	2.3152405920443933
wrong	0.512890625	0.010638297872340385	2.3152405920443933
wrong	0.52265625	0.015957446808510745	2.15557193128891
wrong	0.532421875	0.04255319148936165	1.7275230431230608
wrong	0.5421875	0.0478723404255319	1.6711177917647917
wrong	0.551953125	0.0	inf
wrong	0.56171875	0.005319148936170248	2.570527506895562
wrong	0.571484375	0.037234042553191515	1.7899850838976925
wrong	0.58125	0.015957446808510745	2.15557193128891
wrong	0.591015625	0.010638297872340385	2.3152405920443933
wrong	0.60078125	0.005319148936170248	2.570527506895562
wrong	0.610546875	0.03191489361702127	1.8602648292292323
wrong	0.63984375	0.04255319148936165	1.7275230431230608
wrong	0.805859375	0.037234042553191515	1.7899850838976925
wrong	0.815625	0.04255319148936165	1.7275230431230608
wrong	0.89375	0.037234042553191515	1.7899850838976925
wrong	0.923046875	0.0478723404255319	1.6711177917647917
wrong	0.9328125	0.021276595744680882	2.036775783072946
