Condition	time point	p-value	t-value
correct	-0.004687500000000011	0.036666666666666736	1.797071423179137
correct	0.08320312499999999	0.0	inf
correct	0.09296874999999999	0.023333333333333317	1.997592229195553
correct	0.258984375	0.013333333333333308	2.227371488366429
correct	0.503125	0.030000000000000027	1.8879558102266485
correct	0.6203125	0.023333333333333317	1.997592229195553
correct	0.708203125	0.046666666666666745	1.6834417068750733
correct	0.9328125	0.026666666666666727	1.9398891657341626
correct	1.06953125	0.0	inf
correct	1.079296875	0.026666666666666727	1.9398891657341626
